n,m,is_metal,diameter,chiral_angle,peakposition,peakhight
13,1,1,10.739864,3.670497,1.230000,0.860639
13,1,1,10.739864,3.670497,1.944000,0.720022
13,1,1,10.739864,3.670497,2.516000,1.941519
13,1,1,10.739864,3.670497,2.550000,1.185072
13,1,1,10.739864,3.670497,2.860000,1.241827
13,1,1,10.739864,3.670497,2.898000,1.202014
13,2,0,11.199530,7.052677,0.380000,0.324927
13,2,0,11.199530,7.052677,0.712000,0.448400
13,2,0,11.199530,7.052677,1.576000,0.978031
13,2,0,11.199530,7.052677,1.630000,0.800946
13,2,0,11.199530,7.052677,2.322000,0.765204
13,2,0,11.199530,7.052677,2.680000,1.630322
13,2,0,11.199530,7.052677,2.754000,1.077946
13,2,0,11.199530,7.052677,2.900000,0.846435
13,3,0,11.695078,10.158330,0.350000,0.298713
13,3,0,11.695078,10.158330,0.736000,0.418509
13,3,0,11.695078,10.158330,1.302000,0.486186
13,3,0,11.695078,10.158330,1.864000,0.938145
13,3,0,11.695078,10.158330,2.062000,0.775564
13,3,0,11.695078,10.158330,2.594000,0.710999
13,3,0,11.695078,10.158330,2.756000,1.523903
13,3,0,11.695078,10.158330,2.866000,1.097614
13,3,0,11.695078,10.158330,2.898000,0.966927
13,4,1,12.222145,13.003912,0.966000,0.457032
13,4,1,12.222145,13.003912,1.056000,0.661729
13,4,1,12.222145,13.003912,1.778000,0.643120
13,4,1,12.222145,13.003912,2.084000,1.072611
13,4,1,12.222145,13.003912,2.390000,0.813577
13,4,1,12.222145,13.003912,2.770000,0.878336
13,4,1,12.222145,13.003912,2.796000,1.544531
13,4,1,12.222145,13.003912,2.900000,0.873869
13,5,0,12.776830,15.608399,0.330000,0.285527
13,5,0,12.776830,15.608399,0.634000,0.300480
13,5,0,12.776830,15.608399,1.336000,0.658635
13,5,0,12.776830,15.608399,1.478000,0.610216
13,5,0,12.776830,15.608399,2.156000,0.624457
13,5,0,12.776830,15.608399,2.248000,1.082297
13,5,0,12.776830,15.608399,2.628000,0.728414
13,5,0,12.776830,15.608399,2.822000,1.105082
13,5,0,12.776830,15.608399,2.870000,1.070904
13,5,0,12.776830,15.608399,2.898000,0.909272
13,6,0,13.355694,17.991699,0.308000,0.237049
13,6,0,13.355694,17.991699,0.634000,0.415517
13,6,0,13.355694,17.991699,1.172000,0.418242
13,6,0,13.355694,17.991699,1.574000,0.624638
13,6,0,13.355694,17.991699,1.896000,0.644393
13,6,0,13.355694,17.991699,2.370000,0.861007
13,6,0,13.355694,17.991699,2.444000,0.877355
13,6,0,13.355694,17.991699,2.784000,0.907327
13,6,0,13.355694,17.991699,2.838000,1.158681
13,6,0,13.355694,17.991699,2.900000,0.888935
13,6,0,13.355694,17.991699,2.988000,1.021083
13,7,1,13.955728,20.173570,0.864000,0.367013
13,7,1,13.955728,20.173570,0.906000,0.515644
13,7,1,13.955728,20.173570,1.622000,0.575618
13,7,1,13.955728,20.173570,1.768000,0.785526
13,7,1,13.955728,20.173570,2.230000,0.711210
13,7,1,13.955728,20.173570,2.460000,0.998041
13,7,1,13.955728,20.173570,2.654000,0.860493
13,7,1,13.955728,20.173570,2.848000,1.136242
13,7,1,13.955728,20.173570,2.872000,1.206646
13,7,1,13.955728,20.173570,2.898000,0.887872
13,8,0,14.574317,22.172928,0.288000,0.227840
13,8,0,14.574317,22.172928,0.562000,0.334582
13,8,0,14.574317,22.172928,1.146000,0.522472
13,8,0,14.574317,22.172928,1.338000,0.508115
13,8,0,14.574317,22.172928,1.928000,0.631711
13,8,0,14.574317,22.172928,1.994000,0.631086
13,8,0,14.574317,22.172928,2.488000,0.778402
13,8,0,14.574317,22.172928,2.528000,0.971286
13,8,0,14.574317,22.172928,2.796000,0.806492
13,8,0,14.574317,22.172928,2.858000,1.033084
13,8,0,14.574317,22.172928,2.900000,0.901374
13,8,0,14.574317,22.172928,2.966000,0.969414
13,9,0,15.209197,24.007450,0.272000,0.200385
13,9,0,15.209197,24.007450,0.550000,0.308054
13,9,0,15.209197,24.007450,1.054000,0.453408
13,9,0,15.209197,24.007450,1.354000,0.495877
13,9,0,15.209197,24.007450,1.740000,0.582013
13,9,0,15.209197,24.007450,2.058000,0.622688
13,9,0,15.209197,24.007450,2.292000,0.723179
13,9,0,15.209197,24.007450,2.582000,0.873318
13,9,0,15.209197,24.007450,2.676000,0.852382
13,9,0,15.209197,24.007450,2.864000,1.073105
13,9,0,15.209197,24.007450,2.874000,1.210084
13,9,0,15.209197,24.007450,2.898000,0.878103
13,10,1,15.858412,25.693381,0.772000,0.336174
13,10,1,15.858412,25.693381,0.788000,0.479593
13,10,1,15.858412,25.693381,1.478000,0.509997
13,10,1,15.858412,25.693381,1.530000,0.605227
13,10,1,15.858412,25.693381,2.074000,0.544418
13,10,1,15.858412,25.693381,2.164000,0.745778
13,10,1,15.858412,25.693381,2.524000,0.776756
13,10,1,15.858412,25.693381,2.626000,0.779051
13,10,1,15.858412,25.693381,2.804000,0.898949
13,10,1,15.858412,25.693381,2.868000,1.065315
13,10,1,15.858412,25.693381,2.900000,0.912144
13,10,1,15.858412,25.693381,2.952000,1.013111
13,11,0,16.520272,27.245480,0.252000,0.179526
13,11,0,16.520272,27.245480,0.500000,0.272042
13,11,0,16.520272,27.245480,0.998000,0.408613
13,11,0,16.520272,27.245480,1.212000,0.447713
13,11,0,16.520272,27.245480,1.682000,0.569966
13,11,0,16.520272,27.245480,1.840000,0.509390
13,11,0,16.520272,27.245480,2.252000,0.656425
13,11,0,16.520272,27.245480,2.342000,0.712045
13,11,0,16.520272,27.245480,2.660000,0.805112
13,11,0,16.520272,27.245480,2.696000,0.838704
13,11,0,16.520272,27.245480,2.898000,0.871745
13,12,0,17.193317,28.677046,0.242000,0.176731
13,12,0,17.193317,28.677046,0.484000,0.271975
13,12,0,17.193317,28.677046,0.950000,0.397380
13,12,0,17.193317,28.677046,1.184000,0.458231
13,12,0,17.193317,28.677046,1.596000,0.443415
13,12,0,17.193317,28.677046,1.812000,0.614854
13,12,0,17.193317,28.677046,2.140000,0.625966
13,12,0,17.193317,28.677046,2.324000,0.694754
13,12,0,17.193317,28.677046,2.554000,0.765658
13,12,0,17.193317,28.677046,2.688000,0.866723
13,12,0,17.193317,28.677046,2.812000,0.912757
13,12,0,17.193317,28.677046,2.876000,1.048745
13,12,0,17.193317,28.677046,2.900000,0.915932
13,12,0,17.193317,28.677046,2.944000,0.869368
13,13,1,17.876283,30.000000,0.694000,0.608158
13,13,1,17.876283,30.000000,1.348000,0.710451
13,13,1,17.876283,30.000000,1.922000,0.964910
13,13,1,17.876283,30.000000,2.386000,1.138452
13,13,1,17.876283,30.000000,2.712000,1.088578
13,13,1,17.876283,30.000000,2.878000,1.456526
13,13,1,17.876283,30.000000,2.898000,0.873305
14,0,0,11.114791,0.000000,0.384000,0.284842
14,0,0,11.114791,0.000000,0.716000,0.464914
14,0,0,11.114791,0.000000,1.610000,0.864348
14,0,0,11.114791,0.000000,1.634000,0.880718
14,0,0,11.114791,0.000000,2.326000,0.685912
14,0,0,11.114791,0.000000,2.754000,0.865985
14,0,0,11.114791,0.000000,2.898000,24.380173
14,1,0,11.532261,3.417981,0.354000,0.301352
14,1,0,11.532261,3.417981,0.750000,0.531706
14,1,0,11.532261,3.417981,1.310000,0.506461
14,1,0,11.532261,3.417981,1.948000,1.392375
14,1,0,11.532261,3.417981,2.068000,0.816492
14,1,0,11.532261,3.417981,2.596000,0.885913
14,1,0,11.532261,3.417981,2.866000,0.913524
14,1,0,11.532261,3.417981,2.900000,1.684261
14,2,1,11.987833,6.586776,0.978000,0.362755
14,2,1,11.987833,6.586776,1.094000,0.657208
14,2,1,11.987833,6.586776,1.788000,0.629888
14,2,1,11.987833,6.586776,2.218000,1.404726
14,2,1,11.987833,6.586776,2.396000,0.869701
14,2,1,11.987833,6.586776,2.772000,0.935725
14,2,1,11.987833,6.586776,2.900000,1.474545
14,3,0,12.477332,9.515338,0.340000,0.292381
14,3,0,12.477332,9.515338,0.644000,0.409041
14,3,0,12.477332,9.515338,1.400000,0.786001
14,3,0,12.477332,9.515338,1.492000,0.639446
14,3,0,12.477332,9.515338,2.166000,0.613197
14,3,0,12.477332,9.515338,2.406000,1.348159
14,3,0,12.477332,9.515338,2.632000,0.804229
14,3,0,12.477332,9.515338,2.870000,0.963179
14,3,0,12.477332,9.515338,2.900000,1.206708
14,4,0,12.996926,12.216349,0.316000,0.261792
14,4,0,12.996926,12.216349,0.658000,0.454287
14,4,0,12.996926,12.216349,1.188000,0.513085
14,4,0,12.996926,12.216349,1.662000,0.841375
14,4,0,12.996926,12.216349,1.910000,0.646781
14,4,0,12.996926,12.216349,2.452000,0.762977
14,4,0,12.996926,12.216349,2.530000,1.163366
14,4,0,12.996926,12.216349,2.786000,0.931673
14,4,0,12.996926,12.216349,2.900000,1.232664
14,5,1,13.543152,14.704656,0.880000,0.408423
14,5,1,13.543152,14.704656,0.948000,0.581733
14,5,1,13.543152,14.704656,1.640000,0.573001
14,5,1,13.543152,14.704656,1.876000,0.864539
14,5,1,13.543152,14.704656,2.242000,0.708694
14,5,1,13.543152,14.704656,2.612000,0.982095
14,5,1,13.543152,14.704656,2.660000,0.924325
14,5,1,13.543152,14.704656,2.872000,0.960599
14,5,1,13.543152,14.704656,2.900000,1.067407
14,6,0,14.112917,16.996088,0.298000,0.240446
14,6,0,14.112917,16.996088,0.576000,0.346165
14,6,0,14.112917,16.996088,1.206000,0.497653
14,6,0,14.112917,16.996088,1.360000,0.493140
14,6,0,14.112917,16.996088,2.010000,0.636248
14,6,0,14.112917,16.996088,2.046000,0.908925
14,6,0,14.112917,16.996088,2.496000,0.733587
14,6,0,14.112917,16.996088,2.668000,1.135834
14,6,0,14.112917,16.996088,2.798000,0.972743
14,6,0,14.112917,16.996088,2.900000,1.127454
14,7,0,14.703486,19.106605,0.280000,0.201708
14,7,0,14.703486,19.106605,0.574000,0.345255
14,7,0,14.703486,19.106605,1.074000,0.421978
14,7,0,14.703486,19.106605,1.428000,0.663285
14,7,0,14.703486,19.106605,1.760000,0.561813
14,7,0,14.703486,19.106605,2.180000,0.801263
14,7,0,14.703486,19.106605,2.306000,0.662048
14,7,0,14.703486,19.106605,2.682000,0.790745
14,7,0,14.703486,19.106605,2.708000,1.105682
14,7,0,14.703486,19.106605,2.876000,0.900880
14,7,0,14.703486,19.106605,2.900000,1.002353
14,7,0,14.703486,19.106605,2.970000,0.981934
14,8,1,15.312451,21.051724,0.792000,0.367766
14,8,1,15.312451,21.051724,0.826000,0.384996
14,8,1,15.312451,21.051724,1.502000,0.452133
14,8,1,15.312451,21.051724,1.616000,0.657701
14,8,1,15.312451,21.051724,2.092000,0.587594
14,8,1,15.312451,21.051724,2.286000,0.808016
14,8,1,15.312451,21.051724,2.534000,0.726026
14,8,1,15.312451,21.051724,2.740000,0.920901
14,8,1,15.312451,21.051724,2.808000,0.845446
14,8,1,15.312451,21.051724,2.900000,1.063492
14,9,0,15.937704,22.846162,0.262000,0.188371
14,9,0,15.937704,22.846162,0.516000,0.255157
14,9,0,15.937704,22.846162,1.048000,0.457799
14,9,0,15.937704,22.846162,1.236000,0.449807
14,9,0,15.937704,22.846162,1.776000,0.662153
14,9,0,15.937704,22.846162,1.862000,0.565684
14,9,0,15.937704,22.846162,2.358000,0.596508
14,9,0,15.937704,22.846162,2.372000,0.841961
14,9,0,15.937704,22.846162,2.702000,0.727797
14,9,0,15.937704,22.846162,2.762000,0.974392
14,9,0,15.937704,22.846162,2.878000,0.927014
14,9,0,15.937704,22.846162,2.900000,0.962405
14,9,0,15.937704,22.846162,2.954000,0.983525
14,10,0,16.577403,24.503633,0.250000,0.181651
14,10,0,16.577403,24.503633,0.506000,0.235981
14,10,0,16.577403,24.503633,0.972000,0.371534
14,10,0,16.577403,24.503633,1.244000,0.482390
14,10,0,16.577403,24.503633,1.620000,0.523550
14,10,0,16.577403,24.503633,1.910000,0.633857
14,10,0,16.577403,24.503633,2.160000,0.672821
14,10,0,16.577403,24.503633,2.440000,0.736482
14,10,0,16.577403,24.503633,2.564000,0.781483
14,10,0,16.577403,24.503633,2.782000,0.863253
14,10,0,16.577403,24.503633,2.814000,0.955450
14,10,0,16.577403,24.503633,2.900000,1.021306
14,11,1,17.229937,26.036765,0.714000,0.262949
14,11,1,17.229937,26.036765,0.726000,0.376471
14,11,1,17.229937,26.036765,1.374000,0.469401
14,11,1,17.229937,26.036765,1.416000,0.569723
14,11,1,17.229937,26.036765,1.946000,0.582923
14,11,1,17.229937,26.036765,2.022000,0.699085
14,11,1,17.229937,26.036765,2.402000,0.580811
14,11,1,17.229937,26.036765,2.496000,0.709117
14,11,1,17.229937,26.036765,2.718000,0.720206
14,11,1,17.229937,26.036765,2.796000,0.947250
14,11,1,17.229937,26.036765,2.880000,0.894977
14,11,1,17.229937,26.036765,2.900000,0.938802
14,11,1,17.229937,26.036765,2.944000,0.940386
14,12,0,17.893904,27.457076,0.234000,0.132697
14,12,0,17.893904,27.457076,0.462000,0.239465
14,12,0,17.893904,27.457076,0.924000,0.335556
14,12,0,17.893904,27.457076,1.126000,0.418936
14,12,0,17.893904,27.457076,1.566000,0.450967
14,12,0,17.893904,27.457076,1.722000,0.476388
14,12,0,17.893904,27.457076,2.118000,0.534856
14,12,0,17.893904,27.457076,2.218000,0.611118
14,12,0,17.893904,27.457076,2.542000,0.666536
14,12,0,17.893904,27.457076,2.590000,0.808384
14,12,0,17.893904,27.457076,2.808000,0.873970
14,12,0,17.893904,27.457076,2.822000,0.938539
14,12,0,17.893904,27.457076,2.900000,0.991923
14,13,0,18.568076,28.775011,0.224000,0.156297
14,13,0,18.568076,28.775011,0.448000,0.236650
14,13,0,18.568076,28.775011,0.882000,0.343461
14,13,0,18.568076,28.775011,1.100000,0.403725
14,13,0,18.568076,28.775011,1.490000,0.463500
14,13,0,18.568076,28.775011,1.696000,0.440962
14,13,0,18.568076,28.775011,2.018000,0.588930
14,13,0,18.568076,28.775011,2.198000,0.665853
14,13,0,18.568076,28.775011,2.438000,0.673202
14,13,0,18.568076,28.775011,2.580000,0.777074
14,13,0,18.568076,28.775011,2.730000,0.778543
14,13,0,18.568076,28.775011,2.818000,0.889764
14,13,0,18.568076,28.775011,2.880000,0.966197
14,13,0,18.568076,28.775011,2.900000,0.927001
14,13,0,18.568076,28.775011,2.938000,0.794222
14,14,1,19.251382,30.000000,0.644000,0.484382
14,14,1,19.251382,30.000000,1.258000,0.767450
14,14,1,19.251382,30.000000,1.808000,0.948916
14,14,1,19.251382,30.000000,2.266000,0.985776
14,14,1,19.251382,30.000000,2.612000,1.147394
14,14,1,19.251382,30.000000,2.826000,1.243325
14,14,1,19.251382,30.000000,2.900000,0.967346
15,0,1,11.908704,0.000000,0.980000,0.449199
15,0,1,11.908704,0.000000,1.108000,0.660047
15,0,1,11.908704,0.000000,1.792000,0.661575
15,0,1,11.908704,0.000000,2.294000,1.584419
15,0,1,11.908704,0.000000,2.398000,0.951874
15,0,1,11.908704,0.000000,2.772000,0.892286
15,0,1,11.908704,0.000000,2.900000,0.715815
15,1,0,12.324854,3.197940,0.344000,0.294521
15,1,0,12.324854,3.197940,0.650000,0.321833
15,1,0,12.324854,3.197940,1.440000,0.878397
15,1,0,12.324854,3.197940,1.500000,0.662120
15,1,0,12.324854,3.197940,2.170000,0.699765
15,1,0,12.324854,3.197940,2.564000,2.088962
15,1,0,12.324854,3.197940,2.634000,1.002407
15,1,0,12.324854,3.197940,2.870000,1.226066
15,1,0,12.324854,3.197940,2.898000,1.164061
15,2,0,12.776830,6.178391,0.320000,0.251349
15,2,0,12.776830,6.178391,0.674000,0.468521
15,2,0,12.776830,6.178391,1.198000,0.472793
15,2,0,12.776830,6.178391,1.736000,0.981899
15,2,0,12.776830,6.178391,1.920000,0.628729
15,2,0,12.776830,6.178391,2.456000,0.732686
15,2,0,12.776830,6.178391,2.706000,1.812847
15,2,0,12.776830,6.178391,2.788000,1.081585
15,2,0,12.776830,6.178391,2.900000,0.817419
15,3,1,13.260972,8.948276,0.892000,0.356056
15,3,1,13.260972,8.948276,0.982000,0.522764
15,3,1,13.260972,8.948276,1.652000,0.579019
15,3,1,13.260972,8.948276,1.982000,1.048272
15,3,1,13.260972,8.948276,2.250000,0.732007
15,3,1,13.260972,8.948276,2.662000,0.775227
15,3,1,13.260972,8.948276,2.772000,1.639640
15,3,1,13.260972,8.948276,2.874000,1.046900
15,3,1,13.260972,8.948276,2.898000,0.951540
15,4,0,13.773886,11.517516,0.306000,0.240420
15,4,0,13.773886,11.517516,0.586000,0.340155
15,4,0,13.773886,11.517516,1.258000,0.644643
15,4,0,13.773886,11.517516,1.374000,0.571328
15,4,0,13.773886,11.517516,2.022000,0.649927
15,4,0,13.773886,11.517516,2.174000,0.914125
15,4,0,13.773886,11.517516,2.504000,0.660495
15,4,0,13.773886,11.517516,2.800000,0.813730
15,4,0,13.773886,11.517516,2.808000,1.376471
15,4,0,13.773886,11.517516,2.900000,0.853359
15,5,0,14.312481,13.897886,0.288000,0.193870
15,5,0,14.312481,13.897886,0.596000,0.305107
15,5,0,14.312481,13.897886,1.090000,0.422700
15,5,0,14.312481,13.897886,1.500000,0.710645
15,5,0,14.312481,13.897886,1.776000,0.602586
15,5,0,14.312481,13.897886,2.316000,1.289077
15,5,0,14.312481,13.897886,2.686000,0.802813
15,5,0,14.312481,13.897886,2.828000,1.242040
15,5,0,14.312481,13.897886,2.876000,1.167670
15,5,0,14.312481,13.897886,2.898000,0.905151
15,6,1,14.873967,16.102114,0.808000,0.293589
15,6,1,14.873967,16.102114,0.860000,0.506442
15,6,1,14.873967,16.102114,1.520000,0.472190
15,6,1,14.873967,16.102114,1.706000,0.642227
15,6,1,14.873967,16.102114,2.106000,0.562713
15,6,1,14.873967,16.102114,2.422000,0.795138
15,6,1,14.873967,16.102114,2.540000,0.775565
15,6,1,14.873967,16.102114,2.810000,0.749876
15,6,1,14.873967,16.102114,2.844000,1.135824
15,6,1,14.873967,16.102114,2.900000,0.871593
15,6,1,14.873967,16.102114,2.976000,1.014107
15,7,0,15.455848,18.143209,0.272000,0.216611
15,7,0,15.455848,18.143209,0.528000,0.303727
15,7,0,15.455848,18.143209,1.098000,0.407912
15,7,0,15.455848,18.143209,1.256000,0.477369
15,7,0,15.455848,18.143209,1.878000,0.888224
15,7,0,15.455848,18.143209,2.368000,0.672201
15,7,0,15.455848,18.143209,2.500000,0.947674
15,7,0,15.455848,18.143209,2.706000,0.841134
15,7,0,15.455848,18.143209,2.854000,1.065986
15,7,0,15.455848,18.143209,2.878000,1.166639
15,7,0,15.455848,18.143209,2.898000,0.887635
15,8,0,16.055909,20.033994,0.258000,0.171685
15,8,0,16.055909,20.033994,0.526000,0.247612
15,8,0,16.055909,20.033994,0.992000,0.396633
15,8,0,16.055909,20.033994,1.306000,0.547920
15,8,0,16.055909,20.033994,1.640000,0.509957
15,8,0,16.055909,20.033994,2.014000,0.707707
15,8,0,16.055909,20.033994,2.174000,0.644812
15,8,0,16.055909,20.033994,2.562000,0.826130
15,8,0,16.055909,20.033994,2.572000,0.958152
15,8,0,16.055909,20.033994,2.816000,0.826130
15,8,0,16.055909,20.033994,2.860000,1.113406
15,8,0,16.055909,20.033994,2.900000,0.886758
15,8,0,16.055909,20.033994,2.958000,0.793266
15,9,1,16.672186,21.786789,0.730000,0.305032
15,9,1,16.672186,21.786789,0.756000,0.412530
15,9,1,16.672186,21.786789,1.396000,0.467097
15,9,1,16.672186,21.786789,1.488000,0.605153
15,9,1,16.672186,21.786789,1.964000,0.549494
15,9,1,16.672186,21.786789,2.130000,0.670633
15,9,1,16.672186,21.786789,2.412000,0.658083
15,9,1,16.672186,21.786789,2.610000,0.771037
15,9,1,16.672186,21.786789,2.722000,0.841975
15,9,1,16.672186,21.786789,2.866000,1.052605
15,9,1,16.672186,21.786789,2.880000,1.187387
15,9,1,16.672186,21.786789,2.898000,0.875807
15,10,0,17.302946,23.413224,0.242000,0.181395
15,10,0,17.302946,23.413224,0.476000,0.266572
15,10,0,17.302946,23.413224,0.966000,0.358583
15,10,0,17.302946,23.413224,1.148000,0.416945
15,10,0,17.302946,23.413224,1.644000,0.540504
15,10,0,17.302946,23.413224,1.744000,0.491081
15,10,0,17.302946,23.413224,2.224000,0.719270
15,10,0,17.302946,23.413224,2.234000,0.737672
15,10,0,17.302946,23.413224,2.598000,0.712435
15,10,0,17.302946,23.413224,2.648000,0.819694
15,10,0,17.302946,23.413224,2.824000,0.839148
15,10,0,17.302946,23.413224,2.872000,0.951140
15,10,0,17.302946,23.413224,2.900000,0.895407
15,10,0,17.302946,23.413224,2.946000,0.838623
15,11,0,17.946663,24.924131,0.232000,0.133321
15,11,0,17.946663,24.924131,0.466000,0.255489
15,11,0,17.946663,24.924131,0.902000,0.329500
15,11,0,17.946663,24.924131,1.152000,0.461300
15,11,0,17.946663,24.924131,1.514000,0.472452
15,11,0,17.946663,24.924131,1.780000,0.521624
15,11,0,17.946663,24.924131,2.038000,0.605266
15,11,0,17.946663,24.924131,2.302000,0.702596
15,11,0,17.946663,24.924131,2.450000,0.685360
15,11,0,17.946663,24.924131,2.678000,0.831354
15,11,0,17.946663,24.924131,2.736000,0.867853
15,11,0,17.946663,24.924131,2.874000,0.995090
15,11,0,17.946663,24.924131,2.882000,1.110162
15,11,0,17.946663,24.924131,2.898000,0.870387
15,12,1,18.601991,26.329503,0.662000,0.272409
15,12,1,18.601991,26.329503,0.672000,0.391741
15,12,1,18.601991,26.329503,1.282000,0.406413
15,12,1,18.601991,26.329503,1.316000,0.493466
15,12,1,18.601991,26.329503,1.830000,0.503737
15,12,1,18.601991,26.329503,1.894000,0.599594
15,12,1,18.601991,26.329503,2.284000,0.544818
15,12,1,18.601991,26.329503,2.368000,0.740933
15,12,1,18.601991,26.329503,2.620000,0.698385
15,12,1,18.601991,26.329503,2.704000,0.822607
15,12,1,18.601991,26.329503,2.830000,0.780058
15,12,1,18.601991,26.329503,2.878000,1.005517
15,12,1,18.601991,26.329503,2.900000,0.906726
15,12,1,18.601991,26.329503,2.938000,0.850973
15,13,0,19.267745,27.638500,0.216000,0.143539
15,13,0,19.267745,27.638500,0.430000,0.225223
15,13,0,19.267745,27.638500,0.858000,0.315407
15,13,0,19.267745,27.638500,1.050000,0.361679
15,13,0,19.267745,27.638500,1.462000,0.453280
15,13,0,19.267745,27.638500,1.616000,0.508051
15,13,0,19.267745,27.638500,1.994000,0.571321
15,13,0,19.267745,27.638500,2.100000,0.604373
15,13,0,19.267745,27.638500,2.424000,0.631759
15,13,0,19.267745,27.638500,2.484000,0.627509
15,13,0,19.267745,27.638500,2.724000,0.769159
15,13,0,19.267745,27.638500,2.748000,0.843761
15,13,0,19.267745,27.638500,2.882000,1.244158
15,13,0,19.267745,27.638500,2.898000,0.869730
15,14,0,19.942882,28.859470,0.208000,0.133205
15,14,0,19.942882,28.859470,0.418000,0.208019
15,14,0,19.942882,28.859470,0.824000,0.270972
15,14,0,19.942882,28.859470,1.028000,0.347611
15,14,0,19.942882,28.859470,1.398000,0.443409
15,14,0,19.942882,28.859470,1.592000,0.403265
15,14,0,19.942882,28.859470,1.906000,0.531908
15,14,0,19.942882,28.859470,2.080000,0.595773
15,14,0,19.942882,28.859470,2.326000,0.619495
15,14,0,19.942882,28.859470,2.470000,0.679711
15,14,0,19.942882,28.859470,2.640000,0.731716
15,14,0,19.942882,28.859470,2.742000,0.798318
15,14,0,19.942882,28.859470,2.834000,0.878606
15,14,0,19.942882,28.859470,2.882000,0.994020
15,14,0,19.942882,28.859470,2.900000,0.909626
15,14,0,19.942882,28.859470,2.932000,0.890011
15,15,1,20.626481,30.000000,0.602000,0.454295
15,15,1,20.626481,30.000000,1.180000,0.555740
15,15,1,20.626481,30.000000,1.704000,0.834932
15,15,1,20.626481,30.000000,2.154000,0.916970
15,15,1,20.626481,30.000000,2.512000,0.892271
15,15,1,20.626481,30.000000,2.758000,1.227920
15,15,1,20.626481,30.000000,2.884000,1.419341
15,15,1,20.626481,30.000000,2.898000,0.874187
16,0,0,12.702618,0.000000,0.322000,0.263561
16,0,0,12.702618,0.000000,0.680000,0.484149
16,0,0,12.702618,0.000000,1.200000,0.479852
16,0,0,12.702618,0.000000,1.768000,1.118700
16,0,0,12.702618,0.000000,1.922000,0.721927
16,0,0,12.702618,0.000000,2.458000,0.753440
16,0,0,12.702618,0.000000,2.788000,0.807870
